OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,OBJECTID_1,GEOID,SUMLEVEL,ST,COUNTY_1,TRACT_1,BLKGRP_1,Total,Only_English,Only_Spanish,Other_Languages,BG_ID_1,Shapearea,Shapelen,Percent_Only_English,Percent_Only_Spanish,Percent_Other_Languages
881,48,201,421700,1,1547,599,1547,1082,465,453,262,93,4,94,0,0,12,1104,720,384,373,223,69,4,77,0,0,11,599,556,43,482014217001,881,15000US482014217001,150,48,201,421700,1,1281,287,963,31,482014217001,3538268.421847,9328.492729,22.404372,75.175644,2.419984
882,48,201,421700,2,937,367,937,288,649,636,501,14,0,119,0,2,13,712,168,544,538,430,12,0,94,0,2,6,367,349,18,482014217002,882,15000US482014217002,150,48,201,421700,2,903,456,380,67,482014217002,4447478.292907,9615.739812,50.498339,42.081949,7.419712
883,48,201,421700,3,1202,483,1202,113,1089,1081,843,15,0,220,0,3,8,941,75,866,862,683,9,0,167,0,3,4,483,469,14,482014217003,883,15000US482014217003,150,48,201,421700,3,1236,864,120,252,482014217003,8981709.760606,14438.253683,69.902913,9.708738,20.38835
884,48,201,421700,4,874,447,874,73,801,794,630,30,0,133,0,1,7,723,59,664,661,543,22,0,95,0,1,3,447,427,20,482014217004,884,15000US482014217004,150,48,201,421700,4,1004,418,49,537,482014217004,3384305.647032,10963.849108,41.633466,4.880478,53.486056
885,48,201,421800,1,1422,859,1422,298,1124,1064,588,386,0,83,0,7,60,1152,223,929,892,517,305,0,66,0,4,37,859,754,105,482014218001,885,15000US482014218001,150,48,201,421800,1,1028,711,192,125,482014218001,1865890.137678,7036.735986,69.163424,18.677043,12.159533
886,48,201,421800,2,1220,736,1220,390,830,812,247,518,10,34,0,3,18,907,268,639,624,214,373,9,28,0,0,15,736,590,146,482014218002,886,15000US482014218002,150,48,201,421800,2,1122,671,254,197,482014218002,1528137.817654,5648.518506,59.803922,22.638146,17.557932
887,48,201,421800,3,1136,666,1136,190,946,923,548,237,1,136,0,1,23,915,143,772,756,467,182,1,105,0,1,16,666,578,88,482014218003,887,15000US482014218003,150,48,201,421800,3,1157,843,201,113,482014218003,2545506.245524,6268.144896,72.860847,17.372515,9.766638
888,48,201,421800,4,1227,528,1227,93,1134,1118,893,18,1,204,0,2,16,974,67,907,895,723,11,1,158,0,2,12,528,505,23,482014218004,888,15000US482014218004,150,48,201,421800,4,1283,1028,31,224,482014218004,6722310.219004,10601.617892,80.124708,2.416212,17.45908
889,48,201,421900,1,998,409,998,107,891,880,809,25,2,42,0,2,11,756,67,689,684,626,22,2,32,0,2,5,409,394,15,482014219001,889,15000US482014219001,150,48,201,421900,1,785,723,44,18,482014219001,7610146.637676,14900.907978,92.101911,5.605096,2.292994
890,48,201,421900,2,1037,447,1037,84,953,948,878,17,1,46,0,6,5,810,53,757,754,703,12,1,36,0,2,3,447,430,17,482014219002,890,15000US482014219002,150,48,201,421900,2,1008,872,62,74,482014219002,6034495.627081,9981.079911,86.507936,6.150794,7.34127
891,48,201,421900,3,655,271,655,42,613,609,574,8,0,24,0,3,4,483,31,452,449,425,5,0,16,0,3,3,271,259,12,482014219003,891,15000US482014219003,150,48,201,421900,3,573,453,38,82,482014219003,4433229.344884,8605.083382,79.057592,6.631763,14.310646
892,48,201,422000,1,683,287,683,64,619,611,544,21,1,45,0,0,8,541,43,498,494,434,17,1,42,0,0,4,287,280,7,482014220001,892,15000US482014220001,150,48,201,422000,1,552,483,69,0,482014220001,4998098.017338,9791.772678,87.5,12.5,0
893,48,201,422000,2,859,369,859,103,756,752,675,37,1,36,0,3,4,680,70,610,608,550,28,1,26,0,3,2,369,352,17,482014220002,893,15000US482014220002,150,48,201,422000,2,1181,891,164,126,482014220002,5154389.22588,9340.931914,75.444539,13.886537,10.668925
894,48,201,422000,3,997,425,997,163,834,813,705,44,5,56,0,3,21,773,113,660,648,572,30,3,42,0,1,12,425,408,17,482014220003,894,15000US482014220003,150,48,201,422000,3,670,452,99,119,482014220003,5584713.311297,10188.949937,67.462687,14.776119,17.761194
895,48,201,422100,1,1230,583,1230,489,741,727,467,226,1,29,1,3,14,938,304,634,624,419,179,1,22,1,2,10,583,520,63,482014221001,895,15000US482014221001,150,48,201,422100,1,1391,855,525,11,482014221001,5731120.031712,11538.068318,61.466571,37.742631,0.790798
896,48,201,422100,2,972,332,972,441,531,518,315,134,5,59,3,2,13,716,272,444,436,272,102,3,55,2,2,8,332,315,17,482014221002,896,15000US482014221002,150,48,201,422100,2,835,284,507,44,482014221002,4160628.225833,9160.169461,34.011976,60.718563,5.269461
897,48,201,422100,3,1253,405,1253,708,545,528,274,200,6,48,0,0,17,906,471,435,424,232,145,6,41,0,0,11,405,381,24,482014221003,897,15000US482014221003,150,48,201,422100,3,1207,889,231,87,482014221003,5461491.475022,11953.529647,73.653687,19.13836,7.207954
898,48,201,422100,4,917,328,917,428,489,477,256,153,0,68,0,0,12,691,295,396,387,228,105,0,54,0,0,9,328,306,22,482014221004,898,15000US482014221004,150,48,201,422100,4,1219,729,331,159,482014221004,5185171.708595,9839.061742,59.803117,27.153404,13.043478
899,48,201,422100,5,917,398,917,198,719,702,573,89,0,39,0,1,17,745,138,607,596,499,66,0,30,0,1,11,398,383,15,482014221005,899,15000US482014221005,150,48,201,422100,5,565,510,55,0,482014221005,5079455.949153,9271.172208,90.265487,9.734513,0
900,48,201,422200,1,1644,1216,1644,308,1336,1311,67,1212,3,21,0,8,25,1230,203,1027,1011,61,921,3,21,0,5,16,1216,788,428,482014222001,900,15000US482014222001,150,48,201,422200,1,2282,1708,449,125,482014222001,12152646.860953,18809.764485,74.846626,19.675723,5.477651
901,48,201,422200,2,2168,1003,2168,640,1528,1515,46,1449,2,17,0,1,13,1333,392,941,932,40,878,2,11,0,1,9,1003,703,300,482014222002,901,15000US482014222002,150,48,201,422200,2,2506,1920,574,12,482014222002,4168788.78131,9275.945175,76.616121,22.905028,0.478851
902,48,201,422200,3,609,455,609,59,550,539,16,515,1,7,0,0,11,447,41,406,400,15,377,1,7,0,0,6,455,287,168,482014222003,902,15000US482014222003,150,48,201,422200,3,491,452,22,17,482014222003,2588399.90739,7581.651508,92.057026,4.480652,3.462322
903,48,201,422301,1,1950,1131,1950,318,1632,1606,68,1505,4,29,0,0,26,1369,205,1164,1147,58,1070,1,18,0,0,17,1131,887,244,482014223011,903,15000US482014223011,150,48,201,422301,1,2060,1743,196,121,482014223011,1430095.598124,4964.198177,84.61165,9.514563,5.873786
904,48,201,422301,2,1780,600,1780,611,1169,1139,67,1014,0,55,0,3,30,1226,411,815,794,58,694,0,41,0,1,21,600,547,53,482014223012,904,15000US482014223012,150,48,201,422301,2,1556,749,601,206,482014223012,3206393.413831,9110.289873,48.136247,38.624679,13.239075
905,48,201,422301,3,1345,526,1345,288,1057,1031,40,956,0,35,0,0,26,887,181,706,697,31,635,0,31,0,0,9,526,437,89,482014223013,905,15000US482014223013,150,48,201,422301,3,924,924,0,0,482014223013,2559544.745189,8374.008747,100,0,0
906,48,201,422301,4,2033,628,2033,809,1224,1184,27,581,5,556,6,9,40,1305,519,786,764,21,359,2,369,6,7,22,628,533,95,482014223014,906,15000US482014223014,150,48,201,422301,4,1759,879,251,629,482014223014,2552540.698096,7194.923039,49.971575,14.269471,35.758954
907,48,201,422302,1,2350,974,2350,619,1731,1708,372,1234,2,97,0,3,23,1748,441,1307,1295,335,872,2,85,0,1,12,974,908,66,482014223021,907,15000US482014223021,150,48,201,422302,1,2142,1392,532,218,482014223021,7472604.288838,11205.922803,64.985994,24.836601,10.177404
908,48,201,422401,1,1325,622,1325,632,693,679,147,484,1,42,0,5,14,922,414,508,500,128,342,1,28,0,1,8,622,458,164,482014224011,908,15000US482014224011,150,48,201,422401,1,1260,777,364,119,482014224011,3176645.799458,9798.670469,61.666667,28.888889,9.444444
909,48,201,422401,2,1003,424,1003,368,635,627,49,566,0,12,0,0,8,676,212,464,461,43,412,0,6,0,0,3,424,400,24,482014224012,909,15000US482014224012,150,48,201,422401,2,957,635,103,219,482014224012,3483219.663822,10935.963566,66.353187,10.7628,22.884013
910,48,201,422401,3,1582,867,1582,291,1291,1284,254,873,6,147,0,4,7,1228,200,1028,1022,246,620,6,146,0,4,6,867,827,40,482014224013,910,15000US482014224013,150,48,201,422401,3,1081,552,317,212,482014224013,2262935.378897,6855.108356,51.06383,29.324699,19.611471
911,48,201,422402,1,1526,518,1526,888,638,624,315,210,18,76,0,5,14,1035,543,492,482,271,144,14,51,0,2,10,518,480,38,482014224021,911,15000US482014224021,150,48,201,422402,1,1474,771,559,144,482014224021,3928213.833753,9109.856155,52.306649,37.924016,9.769335
912,48,201,422402,2,1982,679,1982,1247,735,722,314,349,1,53,3,2,13,1363,792,571,565,267,249,0,44,3,2,6,679,627,52,482014224022,912,15000US482014224022,150,48,201,422402,2,1230,519,680,31,482014224022,4848881.028078,10907.124125,42.195122,55.284553,2.520325
913,48,201,422402,3,1669,574,1669,1447,222,216,21,186,0,8,0,1,6,1091,942,149,146,17,120,0,8,0,1,3,574,490,84,482014224023,913,15000US482014224023,150,48,201,422402,3,1367,232,1016,119,482014224023,998625.593454,4486.773116,16.97147,74.323336,8.705194
914,48,201,422402,4,897,394,897,192,705,698,559,68,1,68,0,2,7,726,140,586,585,479,50,1,55,0,0,1,394,383,11,482014224024,914,15000US482014224024,150,48,201,422402,4,1040,734,107,199,482014224024,4874595.687204,9750.815842,70.576923,10.288462,19.134615
915,48,201,422500,1,2290,787,2290,1447,843,812,122,543,2,142,0,3,31,1428,811,617,596,100,400,0,93,0,3,21,787,700,87,482014225001,915,15000US482014225001,150,48,201,422500,1,1799,552,916,331,482014225001,3789650.602689,8219.641196,30.683713,50.917176,18.399111
916,48,201,422500,2,1164,477,1164,160,1004,982,883,28,4,63,0,4,22,944,113,831,821,746,21,3,49,0,2,10,477,466,11,482014225002,916,15000US482014225002,150,48,201,422500,2,1632,1539,68,25,482014225002,6955680.866221,11577.412614,94.301471,4.166667,1.531863
917,48,201,422500,3,1163,856,1163,525,638,622,133,422,0,55,0,12,16,780,347,433,421,102,281,0,32,0,6,12,856,408,448,482014225003,917,15000US482014225003,150,48,201,422500,3,1149,770,200,179,482014225003,3807645.874436,11179.04684,67.014795,17.40644,15.578764
918,48,201,422500,4,1030,562,1030,179,851,839,621,131,1,76,0,10,12,875,144,731,722,543,113,1,63,0,2,9,562,542,20,482014225004,918,15000US482014225004,150,48,201,422500,4,877,678,90,109,482014225004,5471382.398919,12247.70936,77.309008,10.262258,12.428734
919,48,201,422600,1,1313,556,1313,444,869,846,686,79,3,72,0,6,23,1026,308,718,701,575,62,3,59,0,2,17,556,525,31,482014226001,919,15000US482014226001,150,48,201,422600,1,918,592,275,51,482014226001,8981239.49677,14077.357369,64.488017,29.956427,5.555556
920,48,201,422600,2,890,403,890,335,555,545,504,32,1,5,0,3,10,686,222,464,460,432,20,1,5,0,2,4,403,371,32,482014226002,920,15000US482014226002,150,48,201,422600,2,623,375,165,83,482014226002,4102569.279284,8544.023403,60.192616,26.484751,13.322632
921,48,201,422600,3,2371,1006,2371,890,1481,1453,944,449,2,55,1,2,28,1806,574,1232,1215,829,334,2,49,1,0,17,1006,825,181,482014226003,921,15000US482014226003,150,48,201,422600,3,3271,2673,350,248,482014226003,7726384.892043,13416.742149,81.718129,10.700092,7.581779
922,48,201,422600,4,1806,684,1806,1370,436,428,260,134,0,27,0,7,8,1233,878,355,352,222,104,0,23,0,3,3,684,606,78,482014226004,922,15000US482014226004,150,48,201,422600,4,1107,304,758,45,482014226004,3734287.828222,8015.001301,27.461608,68.473351,4.065041
923,48,201,422701,1,1838,672,1838,1218,620,604,166,404,0,23,0,11,16,1214,779,435,431,142,264,0,16,0,9,4,672,617,55,482014227011,923,15000US482014227011,150,48,201,422701,1,1408,344,988,76,482014227011,3916884.09047,9215.170044,24.431818,70.170455,5.397727
924,48,201,422701,2,1250,397,1250,891,359,351,249,21,3,76,0,2,8,920,606,314,306,224,16,3,63,0,0,8,397,384,13,482014227012,924,15000US482014227012,150,48,201,422701,2,815,315,483,17,482014227012,5420498.78631,10226.728565,38.650307,59.263804,2.08589
925,48,201,422701,3,1995,608,1995,1423,572,562,443,58,3,56,0,2,10,1435,950,485,479,381,43,1,52,0,2,6,608,579,29,482014227013,925,15000US482014227013,150,48,201,422701,3,1739,510,1229,0,482014227013,10437995.679074,13385.489132,29.3272,70.6728,0
926,48,201,422702,1,1816,611,1816,1141,675,646,453,89,3,98,0,3,29,1344,780,564,545,399,59,0,84,0,3,19,611,574,37,482014227021,926,15000US482014227021,150,48,201,422702,1,1875,582,1277,16,482014227021,7364839.032104,13084.805159,31.04,68.106667,0.853333
927,48,201,422702,2,1531,505,1531,907,624,606,433,78,8,81,1,5,18,1186,657,529,517,386,52,7,68,1,3,12,505,482,23,482014227022,927,15000US482014227022,150,48,201,422702,2,1567,731,712,124,482014227022,6475384.256621,10225.729279,46.649649,45.437141,7.91321
928,48,201,422800,1,1245,238,1245,172,1073,1052,800,178,2,67,2,3,21,1223,170,1053,1035,792,177,2,59,2,3,18,238,198,40,482014228001,928,15000US482014228001,150,48,201,422800,1,481,466,10,5,482014228001,13095391.681493,22145.424592,96.881497,2.079002,1.039501
929,48,201,422800,2,539,208,539,308,231,226,99,87,3,35,0,2,5,410,225,185,183,86,61,2,34,0,0,2,208,180,28,482014228002,929,15000US482014228002,150,48,201,422800,2,417,223,169,25,482014228002,1389134.339925,4815.287641,53.477218,40.527578,5.995204
930,48,201,422800,3,1837,722,1837,887,950,924,474,309,4,137,0,0,26,1410,599,811,800,426,250,3,121,0,0,11,722,667,55,482014228003,930,15000US482014228003,150,48,201,422800,3,1584,425,978,181,482014228003,8431099.266258,12175.547302,26.830808,61.742424,11.426768
931,48,201,422800,4,1295,549,1295,1143,152,147,24,107,3,10,0,3,5,783,671,112,110,16,80,1,10,0,3,2,549,331,218,482014228004,931,15000US482014228004,150,48,201,422800,4,1472,192,1225,55,482014228004,1842828.026402,5657.978819,13.043478,83.220109,3.736413
932,48,201,422900,1,2707,1202,2707,1565,1142,1106,231,801,13,60,0,1,36,1904,1024,880,851,222,567,8,53,0,1,29,1202,1044,158,482014229001,932,15000US482014229001,150,48,201,422900,1,2155,793,1069,293,482014229001,7779895.208952,14068.078642,36.798144,49.605568,13.596288
933,48,201,422900,2,2320,838,2320,1426,894,869,353,403,2,106,0,5,25,1646,934,712,694,305,296,2,89,0,2,18,838,783,55,482014229002,933,15000US482014229002,150,48,201,422900,2,1979,537,1334,108,482014229002,9770167.269742,14514.081297,27.134917,67.407782,5.457302
934,48,201,423000,1,2013,1127,2013,1162,851,833,151,648,1,18,1,14,18,1402,726,676,664,133,507,1,15,1,7,12,1127,739,388,482014230001,934,15000US482014230001,150,48,201,423000,1,2583,1488,1062,33,482014230001,4277705.845673,12872.978404,57.607433,41.114983,1.277584
935,48,201,423000,2,929,567,929,545,384,373,43,321,0,9,0,0,11,684,372,312,304,38,257,0,9,0,0,8,567,434,133,482014230002,935,15000US482014230002,150,48,201,423000,2,889,392,347,150,482014230002,10594075.587416,14005.389476,44.094488,39.032621,16.872891
936,48,201,423000,3,1753,661,1753,1262,491,482,349,73,4,44,0,12,9,1259,834,425,420,313,55,4,42,0,6,5,661,609,52,482014230003,936,15000US482014230003,150,48,201,423000,3,1861,428,1268,165,482014230003,4992315.938243,9632.572675,22.998388,68.135411,8.866201
937,48,201,423100,1,773,388,773,242,531,525,29,489,0,5,1,1,6,522,169,353,351,27,320,0,3,1,0,2,388,316,72,482014231001,937,15000US482014231001,150,48,201,423100,1,575,318,208,49,482014231001,15839045.818661,21447.740491,55.304348,36.173913,8.521739
938,48,201,423100,2,2388,751,2388,1937,451,445,26,400,1,14,0,4,6,1515,1215,300,298,21,266,0,8,0,3,2,751,697,54,482014231002,938,15000US482014231002,150,48,201,423100,2,1925,657,1194,74,482014231002,1954649.513232,6037.952246,34.12987,62.025974,3.844156
939,48,201,423201,1,1618,533,1618,702,916,890,376,429,1,81,0,3,26,1210,466,744,723,331,314,1,75,0,2,21,533,516,17,482014232011,939,15000US482014232011,150,48,201,423201,1,1332,899,406,27,482014232011,15055248.808488,20319.0846,67.492492,30.48048,2.027027
940,48,201,423201,2,1615,538,1615,604,1011,996,352,541,0,96,1,6,15,1160,394,766,757,308,370,0,77,1,1,9,538,507,31,482014232012,940,15000US482014232012,150,48,201,423201,2,1341,676,618,47,482014232012,5994398.719658,10962.663045,50.410142,46.085011,3.504847
941,48,201,423202,1,2742,1138,2742,1466,1276,1255,161,1067,7,20,0,0,21,1860,960,900,891,120,747,6,18,0,0,9,1138,989,149,482014232021,941,15000US482014232021,150,48,201,423202,1,2241,1106,850,285,482014232021,3040821.704402,7176.12681,49.352967,37.929496,12.717537
942,48,201,423202,2,2554,1228,2554,888,1666,1624,250,1172,1,197,0,4,42,1858,603,1255,1228,225,840,1,161,0,1,27,1228,1006,222,482014232022,942,15000US482014232022,150,48,201,423202,2,2776,1269,1111,396,482014232022,8866067.199242,12375.181543,45.713256,40.021614,14.26513
943,48,201,423202,3,1693,742,1693,934,759,748,59,670,1,16,0,2,11,1115,619,496,488,44,429,1,14,0,0,8,742,591,151,482014232023,943,15000US482014232023,150,48,201,423202,3,1395,850,403,142,482014232023,3763765.519476,10048.334961,60.9319,28.888889,10.179211
944,48,201,423301,1,1255,532,1255,383,872,860,551,249,5,47,1,7,12,976,262,714,705,468,188,5,41,1,2,9,532,510,22,482014233011,944,15000US482014233011,150,48,201,423301,1,895,617,141,137,482014233011,6191768.803416,12251.650968,68.938547,15.75419,15.307263
945,48,201,423301,2,1230,740,1230,210,1020,1009,625,294,3,87,0,0,11,986,142,844,839,552,216,1,70,0,0,5,740,512,228,482014233012,945,15000US482014233012,150,48,201,423301,2,1500,1109,184,207,482014233012,8418806.135063,12050.127128,73.933333,12.266667,13.8
946,48,201,423301,3,1216,780,1216,479,737,726,145,516,0,53,1,11,11,873,302,571,563,131,381,0,47,1,3,8,780,539,241,482014233013,946,15000US482014233013,150,48,201,423301,3,1396,598,746,52,482014233013,3435661.071421,10373.475406,42.836676,53.438395,3.724928
947,48,201,423302,1,1283,508,1283,192,1091,1080,420,576,1,75,0,8,11,1002,139,863,854,361,429,1,58,0,5,9,508,475,33,482014233021,947,15000US482014233021,150,48,201,423302,1,1604,1247,21,336,482014233021,6129103.162322,10259.969355,77.743142,1.309227,20.947631
948,48,201,423302,2,1681,994,1681,267,1414,1395,285,1074,2,30,0,4,19,1371,170,1201,1188,260,895,2,27,0,4,13,994,922,72,482014233022,948,15000US482014233022,150,48,201,423302,2,1204,1047,58,99,482014233022,4874089.982752,11204.497711,86.960133,4.817276,8.222591
949,48,201,423302,3,2159,902,2159,222,1937,1895,311,1399,5,173,0,7,42,1577,161,1416,1387,241,977,3,160,0,6,29,902,843,59,482014233023,949,15000US482014233023,150,48,201,423302,3,1371,945,336,90,482014233023,11007640.786385,15723.756747,68.92779,24.507659,6.564551
950,48,201,423401,1,2012,793,2012,394,1618,1600,101,1415,0,83,0,1,18,1474,257,1217,1207,87,1040,0,79,0,1,10,793,728,65,482014234011,950,15000US482014234011,150,48,201,423401,1,1977,1254,602,121,482014234011,6387971.955516,12547.894319,63.429439,30.450177,6.120384
951,48,201,423401,2,1762,683,1762,341,1421,1402,428,907,4,46,9,8,19,1190,201,989,976,271,660,2,39,2,2,13,683,647,36,482014234012,951,15000US482014234012,150,48,201,423401,2,1290,1082,44,164,482014234012,4284028.037569,8505.319559,83.875969,3.410853,12.713178
952,48,201,423401,3,1379,436,1379,170,1209,1186,344,688,1,149,0,4,23,1016,115,901,887,240,517,1,126,0,3,14,436,424,12,482014234013,952,15000US482014234013,150,48,201,423401,3,1473,1168,134,171,482014234013,13784133.086875,18690.715888,79.293958,9.097081,11.608961
953,48,201,423402,1,2836,821,2836,644,2192,2172,75,1313,2,781,0,1,20,1990,432,1558,1548,70,863,2,613,0,0,10,821,804,17,482014234021,953,15000US482014234021,150,48,201,423402,1,2570,1363,483,724,482014234021,11314313.948091,14610.457773,53.035019,18.793774,28.171206
954,48,201,423402,2,1371,538,1371,248,1123,1101,82,965,0,52,0,2,22,1007,154,853,840,80,711,0,49,0,0,13,538,518,20,482014234022,954,15000US482014234022,150,48,201,423402,2,1237,839,172,226,482014234022,5194241.208161,8987.082278,67.825384,13.904608,18.270008
955,48,201,423500,1,1927,722,1927,404,1523,1495,615,581,1,286,0,12,28,1498,268,1230,1209,532,440,1,232,0,4,21,722,698,24,482014235001,955,15000US482014235001,150,48,201,423500,1,2044,1489,271,284,482014235001,13394140.220751,15867.411264,72.847358,13.258317,13.894325
956,48,201,423600,1,1226,427,1226,460,766,759,48,630,4,70,0,7,7,822,291,531,526,46,421,3,52,0,4,5,427,398,29,482014236001,956,15000US482014236001,150,48,201,423600,1,1441,728,469,244,482014236001,4397295.05449,8617.705722,50.520472,32.546842,16.932686
957,48,201,423600,2,615,223,615,158,457,452,43,332,1,75,0,1,5,469,109,360,356,39,252,1,63,0,1,4,223,215,8,482014236002,957,15000US482014236002,150,48,201,423600,2,1563,854,570,139,482014236002,3907616.477905,14218.098068,54.638516,36.46833,8.893154
958,48,201,423600,4,700,217,700,213,487,484,59,401,2,22,0,0,3,496,141,355,353,47,286,2,18,0,0,2,217,198,19,482014236004,958,15000US482014236004,150,48,201,423600,4,2662,1415,962,285,482014236004,2325582.288791,7912.276395,53.155522,36.138242,10.706236
959,48,201,430100,1,791,568,791,88,703,696,626,34,0,36,0,0,7,713,71,642,635,574,27,0,34,0,0,7,568,491,77,482014301001,959,15000US482014301001,150,48,201,430100,1,1089,932,157,0,482014301001,3359505.76678,9709.886219,85.583104,14.416896,0
960,48,201,430100,2,1695,804,1695,155,1540,1496,1319,44,0,132,0,1,44,1365,123,1242,1213,1084,29,0,99,0,1,29,804,696,108,482014301002,960,15000US482014301002,150,48,201,430100,2,1656,1326,196,134,482014301002,28600997.605833,33575.435087,80.072464,11.835749,8.091787
