OBJECTID_1,OBJECTID,STATE,COUNTY,TRACT,BLKGRP,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPo,SUM_NonHis,SUM_NHOneR,SUM_NH_Whi,SUM_NH_Bla,SUM_NH_AmI,SUM_NH_Asi,SUM_NH_Haw,SUM_NH_Oth,SUM_NH_2or,SUM_VAP_To,SUM_VAP_Hi,SUM_VAP_No,SUM_VAP_NH,SUM_VAP__1,SUM_VAP__2,SUM_VAP__3,SUM_VAP__4,SUM_VAP_Ha,SUM_VAP__5,SUM_VAP__6,SUM_TotHou,SUM_OccHU,SUM_Vacant,BG_ID,GEOID,BG_ID_1,Median_HHI
1233,1233,48,201,454301,3,1666,1069,1666,395,1271,1240,365,682,5,183,0,5,31,1384,307,1077,1054,324,569,5,152,0,4,23,1069,913,156,482014543013,15000US482014543013,482014543013,32738
1234,1234,48,201,454301,4,1395,937,1395,401,994,950,189,616,3,133,0,9,44,1027,279,748,727,151,462,1,106,0,7,21,937,611,326,482014543014,15000US482014543014,482014543014,56850
1235,1235,48,201,454302,1,22,10,22,4,18,16,6,2,0,8,0,0,2,19,3,16,14,6,2,0,6,0,0,2,10,10,0,482014543021,15000US482014543021,482014543021,54477
1236,1236,48,201,454302,2,79,33,79,29,50,50,26,8,0,16,0,0,0,61,21,40,40,24,5,0,11,0,0,0,33,33,0,482014543022,15000US482014543022,482014543022,47241
1237,1237,48,201,454400,1,52,32,52,5,47,47,27,15,1,2,0,2,0,40,3,37,37,21,11,1,2,0,2,0,32,26,6,482014544001,15000US482014544001,482014544001,43716
1238,1238,48,201,454501,1,5,2,5,0,5,5,5,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,2,2,0,482014545011,15000US482014545011,482014545011,158702
1239,1239,48,201,454501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482014545012,15000US482014545012,482014545012,109167
1240,1240,48,201,454501,3,154,44,154,15,139,139,78,10,3,48,0,0,0,99,10,89,89,52,6,1,30,0,0,0,44,43,1,482014545013,15000US482014545013,482014545013,166058
1241,1241,48,201,454502,1,214,69,214,51,163,161,89,10,0,59,1,2,2,141,29,112,112,61,10,0,39,1,1,0,69,69,0,482014545021,15000US482014545021,482014545021,131583
1242,1242,48,201,454600,1,2289,1223,2289,654,1635,1576,1149,246,5,169,2,5,59,1779,466,1313,1293,979,183,4,122,1,4,20,1223,1144,79,482014546001,15000US482014546001,482014546001,56667
1243,1243,48,201,454700,2,61,19,61,15,46,44,37,7,0,0,0,0,2,40,10,30,28,25,3,0,0,0,0,2,19,18,1,482014547002,15000US482014547002,482014547002,58269
1244,1244,48,201,454800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482014548001,15000US482014548001,482014548001,97173
1245,1245,48,201,454800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482014548002,15000US482014548002,482014548002,63125
1246,1246,48,201,454800,3,1080,651,1080,238,842,814,575,145,10,75,2,7,28,886,180,706,690,503,110,5,63,2,7,16,651,626,25,482014548003,15000US482014548003,482014548003,55170
1247,1247,48,201,455101,1,6,4,6,0,6,6,6,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,4,4,0,482014551011,15000US482014551011,482014551011,48167
1248,1248,48,201,455101,2,19,9,19,6,13,12,9,0,0,3,0,0,1,16,5,11,10,8,0,0,2,0,0,1,9,8,1,482014551012,15000US482014551012,482014551012,67083
1249,1249,48,201,455102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482014551022,15000US482014551022,482014551022,75333
1250,1250,48,201,455200,1,27,11,27,13,14,14,11,1,0,2,0,0,0,22,9,13,13,10,1,0,2,0,0,0,11,11,0,482014552001,15000US482014552001,482014552001,76471
1251,1251,48,201,455200,2,15,4,15,6,9,9,9,0,0,0,0,0,0,14,5,9,9,9,0,0,0,0,0,0,4,4,0,482014552002,15000US482014552002,482014552002,68946
1252,1252,48,201,455200,3,12,2,12,9,3,3,2,1,0,0,0,0,0,8,6,2,2,2,0,0,0,0,0,0,2,2,0,482014552003,15000US482014552003,482014552003,125341
1253,1253,48,201,455300,1,699,250,699,210,489,478,246,212,2,17,1,0,11,475,124,351,345,202,126,2,14,1,0,6,250,234,16,482014553001,15000US482014553001,482014553001,45208
1254,1254,48,201,510100,1,1311,606,1311,466,845,840,552,240,3,43,0,2,5,1191,382,809,804,525,233,3,42,0,1,5,606,532,74,482015101001,15000US482015101001,482015101001,42135
1255,1255,48,201,510100,2,831,443,831,503,328,320,210,82,6,19,0,3,8,690,388,302,294,195,73,6,17,0,3,8,443,350,93,482015101002,15000US482015101002,482015101002,23125
1256,1256,48,201,510200,1,1189,505,1189,626,563,537,387,130,2,16,0,2,26,977,467,510,494,355,120,2,15,0,2,16,505,455,50,482015102001,15000US482015102001,482015102001,38025
1257,1257,48,201,510200,2,4243,2802,4243,886,3357,3282,2697,243,16,312,8,6,75,3926,759,3167,3108,2588,211,14,284,5,6,59,2802,2612,190,482015102002,15000US482015102002,482015102002,65636
1258,1258,48,201,510300,1,1333,676,1333,379,954,932,828,46,4,47,0,7,22,1082,285,797,785,693,43,4,39,0,6,12,676,587,89,482015103001,15000US482015103001,482015103001,119394
1259,1259,48,201,510300,2,1343,796,1343,369,974,948,859,52,3,31,1,2,26,1141,281,860,844,768,44,3,28,1,0,16,796,714,82,482015103002,15000US482015103002,482015103002,81477
1260,1260,48,201,510300,3,929,480,929,183,746,730,702,10,5,11,0,2,16,748,142,606,597,576,9,4,8,0,0,9,480,437,43,482015103003,15000US482015103003,482015103003,79706
1261,1261,48,201,510300,4,944,502,944,297,647,625,597,8,2,17,1,0,22,763,214,549,535,510,8,2,14,1,0,14,502,454,48,482015103004,15000US482015103004,482015103004,105263
1262,1262,48,201,510300,5,735,424,735,118,617,611,588,7,1,13,1,1,6,627,96,531,528,506,6,1,13,1,1,3,424,393,31,482015103005,15000US482015103005,482015103005,71583
1263,1263,48,201,510400,1,1517,881,1517,407,1110,1082,1012,34,1,31,0,4,28,1268,315,953,937,877,32,1,25,0,2,16,881,790,91,482015104001,15000US482015104001,482015104001,41932
1264,1264,48,201,510400,2,1034,544,1034,277,757,732,695,15,3,17,0,2,25,853,219,634,623,592,13,3,15,0,0,11,544,493,51,482015104002,15000US482015104002,482015104002,67471
1265,1265,48,201,510400,3,1286,804,1286,318,968,945,869,43,1,29,0,3,23,1140,258,882,864,794,37,1,29,0,3,18,804,734,70,482015104003,15000US482015104003,482015104003,83229
1266,1266,48,201,510500,1,1145,652,1145,425,720,700,640,34,0,24,0,2,20,943,301,642,625,569,30,0,24,0,2,17,652,552,100,482015105001,15000US482015105001,482015105001,56500
1267,1267,48,201,510500,2,682,370,682,257,425,409,326,59,1,20,0,3,16,566,194,372,365,290,54,1,18,0,2,7,370,305,65,482015105002,15000US482015105002,482015105002,42629
1268,1268,48,201,510500,3,1022,501,1022,349,673,660,449,172,2,32,0,5,13,821,238,583,575,395,145,2,28,0,5,8,501,440,61,482015105003,15000US482015105003,482015105003,93152
1269,1269,48,201,510600,1,1123,551,1123,413,710,701,574,39,1,82,1,4,9,947,318,629,624,516,30,1,73,1,3,5,551,496,55,482015106001,15000US482015106001,482015106001,101612
1270,1270,48,201,510600,2,2092,1171,2092,906,1186,1155,814,205,4,128,1,3,31,1807,706,1101,1071,777,172,4,116,1,1,30,1171,1040,131,482015106002,15000US482015106002,482015106002,61750
1271,1271,48,201,510600,3,1548,799,1548,540,1008,992,816,59,2,109,0,6,16,1358,431,927,914,758,51,2,97,0,6,13,799,712,87,482015106003,15000US482015106003,482015106003,141204
1272,1272,48,201,510700,1,1441,833,1441,318,1123,1091,888,53,8,139,0,3,32,1262,264,998,976,801,45,8,119,0,3,22,833,746,87,482015107001,15000US482015107001,482015107001,156944
1273,1273,48,201,510700,2,2070,1453,2070,402,1668,1630,1364,83,4,173,0,6,38,1952,352,1600,1566,1321,74,4,162,0,5,34,1453,1362,91,482015107002,15000US482015107002,482015107002,61377
1274,1274,48,201,510800,1,947,494,947,146,801,786,635,59,5,86,0,1,15,842,119,723,715,588,48,2,77,0,0,8,494,477,17,482015108001,15000US482015108001,482015108001,123333
1275,1275,48,201,510800,2,1553,1099,1553,154,1399,1388,1226,65,1,92,0,4,11,1469,142,1327,1319,1175,55,1,85,0,3,8,1099,956,143,482015108002,15000US482015108002,482015108002,110978
1276,1276,48,201,510800,3,1140,675,1140,184,956,946,817,38,0,87,1,3,10,1020,144,876,870,756,34,0,76,1,3,6,675,641,34,482015108003,15000US482015108003,482015108003,78064
1277,1277,48,201,510800,4,819,449,819,101,718,702,658,13,3,27,0,1,16,722,75,647,639,602,11,3,22,0,1,8,449,418,31,482015108004,15000US482015108004,482015108004,92763
1278,1278,48,201,510800,5,1265,744,1265,255,1010,981,816,70,2,93,0,0,29,1107,215,892,868,722,67,2,77,0,0,24,744,701,43,482015108005,15000US482015108005,482015108005,75395
1279,1279,48,201,510800,6,1184,662,1184,188,996,979,880,15,2,81,0,1,17,1046,152,894,883,800,13,1,69,0,0,11,662,617,45,482015108006,15000US482015108006,482015108006,148015
1280,1280,48,201,510900,1,2119,1000,2119,933,1186,1176,1026,52,3,80,0,15,10,1704,659,1045,1038,912,46,3,67,0,10,7,1000,928,72,482015109001,15000US482015109001,482015109001,77171
1281,1281,48,201,510900,2,2620,1326,2620,1147,1473,1422,1118,104,9,188,0,3,51,2193,834,1359,1327,1052,94,9,172,0,0,32,1326,1212,114,482015109002,15000US482015109002,482015109002,111364
1282,1282,48,201,510900,3,1331,595,1331,750,581,562,434,32,4,91,0,1,19,1082,559,523,511,397,26,4,83,0,1,12,595,539,56,482015109003,15000US482015109003,482015109003,67945
1283,1283,48,201,511001,1,1484,856,1484,244,1240,1203,1091,56,4,51,0,1,37,1307,198,1109,1079,970,54,4,50,0,1,30,856,800,56,482015110011,15000US482015110011,482015110011,59292
1284,1284,48,201,511001,2,1201,642,1201,350,851,843,745,61,8,25,0,4,8,1008,258,750,745,660,53,5,23,0,4,5,642,604,38,482015110012,15000US482015110012,482015110012,49318
1285,1285,48,201,511002,1,1814,1025,1814,520,1294,1275,1122,93,3,52,0,5,19,1535,398,1137,1126,988,84,3,46,0,5,11,1025,957,68,482015110021,15000US482015110021,482015110021,57500
1286,1286,48,201,511002,2,1474,935,1474,636,838,815,581,180,6,47,0,1,23,1227,483,744,729,529,152,6,42,0,0,15,935,846,89,482015110022,15000US482015110022,482015110022,48219
1287,1287,48,201,511002,3,973,489,973,124,849,839,772,14,8,42,1,2,10,840,99,741,735,685,12,6,30,1,1,6,489,473,16,482015110023,15000US482015110023,482015110023,106169
1288,1288,48,201,511100,1,1177,722,1177,377,800,787,542,201,4,38,1,1,13,1023,281,742,736,512,185,4,33,1,1,6,722,558,164,482015111001,15000US482015111001,482015111001,53125
1289,1289,48,201,511100,2,1499,826,1499,535,964,939,797,75,2,63,0,2,25,1281,409,872,859,730,66,2,59,0,2,13,826,704,122,482015111002,15000US482015111002,482015111002,105833
1290,1290,48,201,511200,1,871,473,871,219,652,642,537,65,3,35,0,2,10,764,167,597,587,492,58,3,32,0,2,10,473,426,47,482015112001,15000US482015112001,482015112001,71750
1291,1291,48,201,511200,2,1989,929,1989,833,1156,1130,946,121,5,55,1,2,26,1641,599,1042,1025,861,108,4,50,1,1,17,929,851,78,482015112002,15000US482015112002,482015112002,63926
1292,1292,48,201,511200,3,1564,891,1564,367,1197,1175,1050,56,1,67,0,1,22,1362,289,1073,1058,948,53,1,55,0,1,15,891,821,70,482015112003,15000US482015112003,482015112003,83902
1293,1293,48,201,511301,1,1206,697,1206,365,841,823,779,25,1,14,2,2,18,996,261,735,723,687,23,1,10,2,0,12,697,659,38,482015113011,15000US482015113011,482015113011,44167
1294,1294,48,201,511301,2,1063,582,1063,237,826,819,768,13,3,33,1,1,7,885,179,706,704,664,10,3,25,1,1,2,582,515,67,482015113012,15000US482015113012,482015113012,88558
1295,1295,48,201,511301,3,692,338,692,288,404,392,309,56,0,25,0,2,12,560,211,349,342,275,43,0,22,0,2,7,338,310,28,482015113013,15000US482015113013,482015113013,106250
1296,1296,48,201,511301,4,1009,473,1009,390,619,604,554,23,3,20,0,4,15,815,287,528,520,478,19,3,18,0,2,8,473,419,54,482015113014,15000US482015113014,482015113014,104107
1297,1297,48,201,511302,1,1060,607,1060,174,886,873,849,9,0,15,0,0,13,896,140,756,751,729,8,0,14,0,0,5,607,539,68,482015113021,15000US482015113021,482015113021,80840
1298,1298,48,201,511302,2,1331,753,1331,269,1062,1038,995,24,0,14,0,5,24,1102,201,901,885,847,22,0,12,0,4,16,753,658,95,482015113022,15000US482015113022,482015113022,43977
1299,1299,48,201,511302,3,1240,839,1240,267,973,954,876,46,0,30,0,2,19,1102,236,866,851,780,41,0,28,0,2,15,839,745,94,482015113023,15000US482015113023,482015113023,49861
1300,1300,48,201,511400,1,1164,716,1164,270,894,875,848,10,2,15,0,0,19,1038,222,816,806,782,10,1,13,0,0,10,716,657,59,482015114001,15000US482015114001,482015114001,62865
1301,1301,48,201,511400,2,896,490,896,291,605,589,565,11,1,11,0,1,16,732,207,525,516,496,8,1,10,0,1,9,490,430,60,482015114002,15000US482015114002,482015114002,93897
1302,1302,48,201,511400,3,941,427,941,622,319,310,293,10,0,6,0,1,9,712,429,283,276,261,8,0,6,0,1,7,427,393,34,482015114003,15000US482015114003,482015114003,56359
1303,1303,48,201,511500,1,640,291,640,355,285,285,257,17,0,7,0,4,0,510,255,255,255,229,15,0,7,0,4,0,291,248,43,482015115001,15000US482015115001,482015115001,27308
1304,1304,48,201,511500,2,854,447,854,441,413,408,380,15,0,12,1,0,5,715,337,378,374,350,15,0,8,1,0,4,447,391,56,482015115002,15000US482015115002,482015115002,53477
1305,1305,48,201,511500,3,903,414,903,495,408,395,367,12,3,11,0,2,13,724,371,353,343,321,8,3,9,0,2,10,414,363,51,482015115003,15000US482015115003,482015115003,59583
1306,1306,48,201,511500,4,713,396,713,140,573,568,547,7,2,10,0,2,5,615,115,500,495,475,7,2,9,0,2,5,396,350,46,482015115004,15000US482015115004,482015115004,92633
1307,1307,48,201,511500,5,1317,695,1317,539,778,761,696,40,3,20,0,2,17,1078,392,686,671,617,31,3,19,0,1,15,695,629,66,482015115005,15000US482015115005,482015115005,34620
1308,1308,48,201,511500,6,763,347,763,407,356,348,270,43,4,30,0,1,8,606,290,316,311,246,39,3,22,0,1,5,347,304,43,482015115006,15000US482015115006,482015115006,119038
1309,1309,48,201,511500,7,1282,592,1282,601,681,649,601,23,1,23,0,1,32,1017,433,584,568,527,19,1,21,0,0,16,592,537,55,482015115007,15000US482015115007,482015115007,49871
1310,1310,48,201,511600,1,1051,437,1051,745,306,302,262,20,2,17,1,0,4,796,524,272,269,235,19,1,13,1,0,3,437,375,62,482015116001,15000US482015116001,482015116001,33438
1311,1311,48,201,511600,2,794,279,794,665,129,125,111,3,1,6,0,4,4,560,440,120,116,103,2,1,6,0,4,4,279,247,32,482015116002,15000US482015116002,482015116002,30735
1312,1312,48,201,511600,3,1327,516,1327,1090,237,233,199,19,0,15,0,0,4,972,750,222,219,188,17,0,14,0,0,3,516,480,36,482015116003,15000US482015116003,482015116003,47344
1313,1313,48,201,511600,4,1469,541,1469,1183,286,271,225,21,0,17,6,2,15,1102,841,261,251,215,17,0,15,2,2,10,541,474,67,482015116004,15000US482015116004,482015116004,40500
1314,1314,48,201,520100,1,1597,934,1597,856,741,727,631,38,3,53,0,2,14,1241,611,630,619,547,28,3,41,0,0,11,934,603,331,482015201001,15000US482015201001,482015201001,54420
1315,1315,48,201,520200,1,576,262,576,153,423,420,377,22,1,20,0,0,3,439,111,328,327,298,14,1,14,0,0,1,262,238,24,482015202001,15000US482015202001,482015202001,60729
1316,1316,48,201,520200,2,1368,631,1368,110,1258,1248,1109,13,2,124,0,0,10,1016,88,928,922,827,10,2,83,0,0,6,631,608,23,482015202002,15000US482015202002,482015202002,142222
1317,1317,48,201,520200,3,1660,665,1660,928,732,715,554,99,4,55,0,3,17,1109,560,549,543,431,60,2,49,0,1,6,665,555,110,482015202003,15000US482015202003,482015202003,71042
1318,1318,48,201,520300,1,2089,841,2089,1391,698,674,534,86,4,47,1,2,24,1522,907,615,600,489,68,3,37,1,2,15,841,782,59,482015203001,15000US482015203001,482015203001,38466
1319,1319,48,201,520300,2,1444,467,1444,1158,286,284,183,67,4,26,1,3,2,1035,790,245,243,161,56,2,20,1,3,2,467,428,39,482015203002,15000US482015203002,482015203002,25956
1320,1320,48,201,520300,3,1593,654,1593,790,803,782,635,47,2,96,0,2,21,1223,527,696,682,551,44,2,83,0,2,14,654,574,80,482015203003,15000US482015203003,482015203003,34310
1321,1321,48,201,520400,1,1414,412,1414,1262,152,151,110,29,0,12,0,0,1,968,832,136,135,102,23,0,10,0,0,1,412,362,50,482015204001,15000US482015204001,482015204001,31766
1322,1322,48,201,520400,2,1665,661,1665,1213,452,442,328,99,4,11,0,0,10,1236,820,416,411,311,86,3,11,0,0,5,661,606,55,482015204002,15000US482015204002,482015204002,25682
1323,1323,48,201,520500,1,1700,572,1700,1384,316,309,253,43,5,7,0,1,7,1177,878,299,292,237,42,5,7,0,1,7,572,541,31,482015205001,15000US482015205001,482015205001,29127
1324,1324,48,201,520500,2,2663,1165,2663,1974,689,661,309,316,6,23,0,7,28,1861,1298,563,554,279,246,6,20,0,3,9,1165,948,217,482015205002,15000US482015205002,482015205002,29083
1325,1325,48,201,520500,3,1564,482,1564,1230,334,328,286,16,6,12,0,8,6,1067,779,288,284,252,14,4,9,0,5,4,482,445,37,482015205003,15000US482015205003,482015205003,39554
1326,1326,48,201,520500,4,1942,576,1942,1496,446,427,370,35,1,14,0,7,19,1366,983,383,371,333,25,1,7,0,5,12,576,539,37,482015205004,15000US482015205004,482015205004,40852
1327,1327,48,201,520601,1,2484,818,2484,1960,524,519,275,33,3,204,0,4,5,1733,1280,453,449,241,26,3,175,0,4,4,818,734,84,482015206011,15000US482015206011,482015206011,32647
1328,1328,48,201,520602,1,1142,421,1142,1029,113,111,82,16,3,10,0,0,2,743,648,95,93,71,12,1,9,0,0,2,421,290,131,482015206021,15000US482015206021,482015206021,27434
1329,1329,48,201,520602,2,1561,497,1561,1229,332,322,264,25,2,28,0,3,10,1097,805,292,283,235,21,2,25,0,0,9,497,458,39,482015206022,15000US482015206022,482015206022,32887
1330,1330,48,201,520602,3,1666,712,1666,1053,613,598,485,77,2,31,1,2,15,1250,706,544,535,443,61,2,27,1,1,9,712,644,68,482015206023,15000US482015206023,482015206023,40076
1331,1331,48,201,520602,4,1903,515,1903,1821,82,77,46,22,1,8,0,0,5,1189,1125,64,62,38,20,1,3,0,0,2,515,487,28,482015206024,15000US482015206024,482015206024,24527
1332,1332,48,201,520700,1,779,295,779,348,431,423,368,20,0,35,0,0,8,549,227,322,318,272,16,0,30,0,0,4,295,273,22,482015207001,15000US482015207001,482015207001,46923
1333,1333,48,201,520700,2,662,282,662,251,411,401,349,13,2,33,0,4,10,489,179,310,307,276,9,2,18,0,2,3,282,266,16,482015207002,15000US482015207002,482015207002,68654
1334,1334,48,201,520700,3,997,425,997,369,628,613,502,64,1,41,1,4,15,758,251,507,500,405,59,1,30,1,4,7,425,342,83,482015207003,15000US482015207003,482015207003,51439
1335,1335,48,201,520700,4,1286,442,1286,524,762,755,679,37,3,36,0,0,7,974,358,616,612,548,33,3,28,0,0,4,442,417,25,482015207004,15000US482015207004,482015207004,46528
1336,1336,48,201,521000,1,2103,761,2103,1407,696,682,563,90,2,22,1,4,14,1414,880,534,526,450,53,2,18,1,2,8,761,645,116,482015210001,15000US482015210001,482015210001,25625
1337,1337,48,201,521100,1,2177,717,2177,1778,399,390,341,12,0,36,0,1,9,1561,1236,325,321,282,9,0,30,0,0,4,717,633,84,482015211001,15000US482015211001,482015211001,27143
1338,1338,48,201,521200,1,2601,821,2601,2348,253,246,163,36,1,39,0,7,7,1672,1465,207,202,148,21,1,29,0,3,5,821,675,146,482015212001,15000US482015212001,482015212001,37197
1339,1339,48,201,521200,2,1988,733,1988,1175,813,798,573,144,4,64,0,13,15,1422,749,673,668,492,107,4,59,0,6,5,733,689,44,482015212002,15000US482015212002,482015212002,43508
1340,1340,48,201,521200,3,1739,805,1739,1196,543,527,289,154,2,70,0,12,16,1343,855,488,474,279,125,1,61,0,8,14,805,670,135,482015212003,15000US482015212003,482015212003,24557
1341,1341,48,201,521300,1,944,291,944,598,346,336,257,5,0,73,1,0,10,665,371,294,286,222,5,0,58,1,0,8,291,280,11,482015213001,15000US482015213001,482015213001,40962
1342,1342,48,201,521300,2,1289,411,1289,881,408,401,204,156,1,40,0,0,7,857,548,309,306,176,94,1,35,0,0,3,411,369,42,482015213002,15000US482015213002,482015213002,43305
1343,1343,48,201,521300,3,1034,302,1034,748,286,274,238,10,2,22,0,2,12,745,502,243,235,208,8,2,15,0,2,8,302,295,7,482015213003,15000US482015213003,482015213003,78237
1344,1344,48,201,521300,4,2172,872,2172,1349,823,806,501,108,2,191,0,4,17,1594,887,707,698,440,86,2,166,0,4,9,872,808,64,482015213004,15000US482015213004,482015213004,36750
1345,1345,48,201,521400,1,1242,365,1242,1177,65,63,29,20,0,13,0,1,2,803,763,40,38,15,13,0,9,0,1,2,365,304,61,482015214001,15000US482015214001,482015214001,24784
1346,1346,48,201,521400,2,2232,710,2232,2173,59,59,47,4,0,6,0,2,0,1440,1389,51,51,41,3,0,5,0,2,0,710,651,59,482015214002,15000US482015214002,482015214002,25161
1347,1347,48,201,521400,3,1478,458,1478,1129,349,346,318,9,0,15,0,4,3,1081,764,317,315,289,7,0,15,0,4,2,458,427,31,482015214003,15000US482015214003,482015214003,35053
1348,1348,48,201,521400,4,2641,714,2641,2492,149,144,115,16,2,7,0,4,5,1715,1609,106,103,85,9,2,6,0,1,3,714,688,26,482015214004,15000US482015214004,482015214004,18605
1349,1349,48,201,521500,1,1357,351,1357,1140,217,210,117,48,0,43,2,0,7,930,761,169,167,104,24,0,37,2,0,2,351,330,21,482015215001,15000US482015215001,482015215001,26412
1350,1350,48,201,521500,2,1104,353,1104,701,403,394,314,37,1,34,0,8,9,792,453,339,333,273,29,1,25,0,5,6,353,331,22,482015215002,15000US482015215002,482015215002,40179
1351,1351,48,201,521500,3,1387,467,1387,1105,282,279,206,32,3,34,0,4,3,940,711,229,228,175,19,3,28,0,3,1,467,437,30,482015215003,15000US482015215003,482015215003,26581
1352,1352,48,201,521500,4,2049,761,2049,947,1102,1078,897,47,4,127,1,2,24,1577,624,953,939,799,38,4,96,1,1,14,761,731,30,482015215004,15000US482015215004,482015215004,66927
1353,1353,48,201,521600,1,2095,580,2095,1560,535,526,403,45,1,72,2,3,9,1412,985,427,420,337,31,1,50,0,1,7,580,555,25,482015216001,15000US482015216001,482015216001,57639
1354,1354,48,201,521600,2,1537,455,1537,953,584,578,33,537,0,6,0,2,6,1016,585,431,427,27,395,0,4,0,1,4,455,401,54,482015216002,15000US482015216002,482015216002,26590
1355,1355,48,201,521700,1,1376,731,1376,910,466,458,133,310,2,6,6,1,8,998,632,366,360,120,228,2,6,3,1,6,731,574,157,482015217001,15000US482015217001,482015217001,33396
1356,1356,48,201,521700,2,1824,889,1824,1224,600,574,206,331,1,32,0,4,26,1303,824,479,465,187,249,1,28,0,0,14,889,705,184,482015217002,15000US482015217002,482015217002,29688
1357,1357,48,201,521700,3,2109,944,2109,1551,558,542,198,287,4,51,0,2,16,1510,1070,440,428,172,207,1,46,0,2,12,944,793,151,482015217003,15000US482015217003,482015217003,35030
1358,1358,48,201,521700,4,791,483,791,370,421,410,208,162,1,36,0,3,11,606,241,365,357,193,129,1,32,0,2,8,483,383,100,482015217004,15000US482015217004,482015217004,30664
1359,1359,48,201,521800,1,2756,994,2756,1112,1644,1601,541,359,2,693,0,6,43,2119,755,1364,1332,463,285,2,580,0,2,32,994,920,74,482015218001,15000US482015218001,482015218001,62500
1360,1360,48,201,521800,2,2926,923,2926,1699,1227,1205,553,129,2,521,0,0,22,2163,1143,1020,1006,483,97,1,425,0,0,14,923,886,37,482015218002,15000US482015218002,482015218002,58026
1361,1361,48,201,521900,1,3095,1436,3095,523,2572,2527,2110,88,3,324,0,2,45,2616,374,2242,2217,1854,64,3,294,0,2,25,1436,1250,186,482015219001,15000US482015219001,482015219001,66667
1362,1362,48,201,521900,2,2232,770,2232,1410,822,804,516,142,3,132,0,11,18,1493,819,674,663,454,95,2,104,0,8,11,770,721,49,482015219002,15000US482015219002,482015219002,41650
1363,1363,48,201,521900,3,1210,348,1210,770,440,430,199,24,4,202,0,1,10,878,516,362,356,161,17,4,173,0,1,6,348,331,17,482015219003,15000US482015219003,482015219003,46500
1364,1364,48,201,522000,1,1714,1182,1714,406,1308,1295,1112,95,0,87,0,1,13,1573,328,1245,1235,1063,89,0,82,0,1,10,1182,1088,94,482015220001,15000US482015220001,482015220001,43125
1365,1365,48,201,522000,2,852,279,852,519,333,328,287,14,1,26,0,0,5,599,315,284,283,250,11,1,21,0,0,1,279,271,8,482015220002,15000US482015220002,482015220002,46757
1366,1366,48,201,522000,3,1868,657,1868,1462,406,397,297,52,1,47,0,0,9,1330,999,331,325,251,31,1,42,0,0,6,657,508,149,482015220003,15000US482015220003,482015220003,28322
1367,1367,48,201,522100,1,1757,864,1757,931,826,804,514,159,1,128,0,2,22,1339,640,699,685,451,128,1,104,0,1,14,864,773,91,482015221001,15000US482015221001,482015221001,31205
1368,1368,48,201,522100,2,1523,563,1523,684,839,831,747,37,8,38,0,1,8,1179,452,727,723,651,28,8,35,0,1,4,563,536,27,482015221002,15000US482015221002,482015221002,67667
1369,1369,48,201,522100,3,2816,840,2816,1894,922,900,474,405,4,15,1,1,22,1743,1077,666,656,421,215,4,14,1,1,10,840,761,79,482015221003,15000US482015221003,482015221003,33731
1370,1370,48,201,522100,4,1349,589,1349,688,661,651,484,119,6,42,0,0,10,1008,457,551,543,420,91,4,28,0,0,8,589,533,56,482015221004,15000US482015221004,482015221004,21349
1371,1371,48,201,522201,1,1460,510,1460,1168,292,285,133,105,2,40,0,5,7,953,738,215,213,108,70,2,31,0,2,2,510,395,115,482015222011,15000US482015222011,482015222011,34677
1372,1372,48,201,522201,2,2227,841,2227,1245,982,969,807,67,2,89,1,3,13,1662,821,841,836,707,48,1,80,0,0,5,841,768,73,482015222012,15000US482015222012,482015222012,61346
1373,1373,48,201,522202,1,1785,735,1785,1186,599,588,439,81,6,55,0,7,11,1235,738,497,489,375,58,3,50,0,3,8,735,551,184,482015222021,15000US482015222021,482015222021,74423
1374,1374,48,201,522202,2,1870,619,1870,1158,712,696,467,143,2,75,0,9,16,1311,731,580,572,410,89,2,64,0,7,8,619,566,53,482015222022,15000US482015222022,482015222022,46979
1375,1375,48,201,522301,1,1502,647,1502,630,872,844,722,48,8,65,1,0,28,1185,427,758,745,634,46,6,58,1,0,13,647,595,52,482015223011,15000US482015223011,482015223011,41176
1376,1376,48,201,522301,2,2624,955,2624,1938,686,668,370,194,6,92,0,6,18,1774,1232,542,532,317,127,5,79,0,4,10,955,878,77,482015223012,15000US482015223012,482015223012,37530
1377,1377,48,201,522302,1,2109,659,2109,1808,301,296,158,47,1,86,0,4,5,1514,1266,248,246,133,35,1,75,0,2,2,659,590,69,482015223021,15000US482015223021,482015223021,23077
1378,1378,48,201,522302,2,1800,856,1800,866,934,917,752,53,2,102,1,7,17,1434,598,836,824,685,43,2,90,1,3,12,856,775,81,482015223022,15000US482015223022,482015223022,71678
