OBJECTID,STATE,COUNTY,TRACT,SUM_POP100,SUM_HU100,SUM_TotPop,SUM_HispPop,SUM_NonHispPop,SUM_NHOneRace,SUM_NH_White,SUM_NH_Black,SUM_NH_AmInd,SUM_NH_Asian,SUM_NH_HawPacI,SUM_NH_Other,SUM_NH_2orMore,SUM_VAP_TotPop,SUM_VAP_HispPo,SUM_VAP_NonHis,SUM_VAP_NHOneR,SUM_VAP_NH_Whi,SUM_VAP_NH_Bla,SUM_VAP_NH_AmI,SUM_VAP_NH_Asi,SUM_VAP_HawPac,SUM_VAP_NH_Oth,SUM_VAP_NH_2or,SUM_TotHousing,SUM_OccHU,SUM_VacantHU,Shapearea,Shapelen
1013,48,339,690402,15781,5264,15781,3501,12280,12128,11717,219,70,94,3,25,152,10897,2002,8895,8810,8503,159,51,76,3,18,85,5264,4988,276,897761840.446077,145557.147833
1014,48,339,690500,7570,2688,7570,746,6824,6734,6483,109,42,90,2,8,90,5665,493,5172,5122,4935,79,32,67,2,7,50,2688,2609,79,414410098.223122,110263.487961
1015,48,339,690601,20181,7788,20181,2168,18013,17661,16292,295,61,974,15,24,352,13985,1336,12649,12508,11579,206,42,665,10,6,141,7788,7339,449,236672363.301713,83576.431966
1016,48,339,690602,18616,6339,18616,2934,15682,15440,13643,488,32,1225,13,39,242,11560,1676,9884,9791,8673,308,23,761,8,18,93,6339,5855,484,321768653.112566,90634.944919
1017,48,339,690700,8127,4562,8127,815,7312,7206,6478,331,32,351,3,11,106,7063,613,6450,6380,5770,279,31,288,3,9,70,4562,4217,345,164024517.449397,57999.245308
1018,48,339,690800,4237,1619,4237,387,3850,3788,3523,65,13,179,1,7,62,3133,259,2874,2851,2661,49,8,125,1,7,23,1619,1556,63,53178176.367245,39527.202007
1019,48,339,690900,4459,1433,4459,409,4050,3987,3730,59,7,176,0,15,63,3013,245,2768,2742,2568,44,6,116,0,8,26,1433,1406,27,52097948.416159,37622.642473
1020,48,339,691000,3993,1518,3993,235,3758,3733,3579,47,7,94,1,5,25,3092,155,2937,2927,2825,28,7,61,1,5,10,1518,1487,31,49962253.529496,42324.666392
1021,48,339,691100,4170,1600,4170,570,3600,3545,3347,58,20,112,1,7,55,3035,370,2665,2637,2498,45,14,75,1,4,28,1600,1543,57,25181409.22452,28548.795347
1022,48,339,691200,7228,3029,7228,648,6580,6467,5953,162,15,325,0,12,113,5646,412,5234,5187,4779,125,12,262,0,9,47,3029,2909,120,68949321.314807,35573.480226
1023,48,339,691301,4485,1626,4485,425,4060,3986,3707,67,20,188,0,4,74,3223,291,2932,2900,2700,59,12,126,0,3,32,1626,1576,50,60989494.411338,44242.414297
1024,48,339,691302,5581,2636,5581,764,4817,4701,4265,275,25,110,4,22,116,4295,518,3777,3719,3416,181,22,86,4,10,58,2636,2531,105,45350515.374077,45309.124378
1025,48,339,691400,8644,4143,8644,1298,7346,7203,6324,454,23,382,6,14,143,6710,913,5797,5723,5072,318,20,295,5,13,74,4143,3702,441,160435947.885531,76080.885588
1026,48,339,691500,3954,1888,3954,690,3264,3189,2750,203,15,209,8,4,75,3065,459,2606,2560,2253,129,12,159,4,3,46,1888,1718,170,47904012.562531,37060.502844
1027,48,339,691601,3836,2007,3836,387,3449,3389,3132,91,7,140,5,14,60,3176,276,2900,2856,2664,70,7,108,3,4,44,2007,1875,132,38925398.970459,27739.127049
1028,48,339,691602,5200,2236,5200,1390,3810,3736,3260,292,17,148,13,6,74,3994,946,3048,3012,2672,195,17,115,7,6,36,2236,2109,127,30860074.974789,23888.228572
1029,48,339,691700,1127,828,1127,130,997,982,904,18,1,56,1,2,15,996,95,901,895,828,16,1,48,1,1,6,828,643,185,63640968.005945,35675.139152
