"","COUNTY","TRACT","BLKGRP","SUM_POP100","SUM_HU100","SUM_TotPop","SUM_HispPo","SUM_NonHis","SUM_NHOneR","SUM_NH_Whi","SUM_NH_Bla","SUM_NH_AmI","SUM_NH_Asi","SUM_NH_Haw","SUM_NH_Oth","SUM_NH_2or","SUM_VAP_To","SUM_VAP_Hi","SUM_VAP_No","SUM_VAP_NH","SUM_VAP__1","SUM_VAP__2","SUM_VAP__3","SUM_VAP__4","SUM_VAP_Ha","SUM_VAP__5","SUM_VAP__6","SUM_TotHou","SUM_OccHU","SUM_Vacant","Shapearea","Median_HHI","Median_House_Value","Only_English","Only_Spanish","Other_Languages","Percent_Only_English","Percent_Only_Spanish","Percent_Other_Languages","No_HS","HS_Graduate","Some_College","BS_and_Higher","Percent_No_HS","Percent_HS_Graduate","Percent_Some_College","Percent_BS_and_Higher","Vac_Rate"
"211600-1",201,211600,1,1139,580,1139,978,161,160,42,116,2,0,0,0,1,824,689,135,134,36,97,1,0,0,0,1,580,361,219,5309529.87894,31765,70500,516,816,0,38.738739,61.261261,0,263,469,95,65,29.484305,52.578475,10.650224,7.286996,37.7586206896552
"211600-2",201,211600,2,1672,588,1672,1315,357,353,58,276,9,6,0,4,4,1160,883,277,274,47,211,7,5,0,4,3,588,497,91,7222384.206541,31667,61600,454,1143,0,28.428303,71.571697,0,602,293,111,46,57.224335,27.851711,10.551331,4.372624,15.4761904761905
"211700-1",201,211700,1,1511,672,1511,210,1301,1291,8,1281,1,0,1,0,10,1136,127,1009,1001,6,994,0,0,1,0,8,672,593,79,15376959.112397,29496,71200,1413,56,139,87.873134,3.482587,8.644279,413,479,283,11,34.822934,40.387858,23.86172,0.927487,11.7559523809524
"211700-2",201,211700,2,1033,370,1033,531,502,490,16,472,0,0,1,1,12,748,351,397,391,13,376,0,0,1,1,6,370,324,46,24463262.979282,17396,81400,516,200,0,72.067039,27.932961,0,233,223,86,48,39.491525,37.79661,14.576271,8.135593,12.4324324324324
"211700-3",201,211700,3,1342,611,1342,464,878,871,18,834,9,5,0,5,7,968,301,667,662,16,636,5,3,0,2,5,611,491,120,8012058.289047,21292,71700,577,228,0,71.677019,28.322981,0,185,147,138,46,35.852713,28.488372,26.744186,8.914729,19.6399345335516
"211900-1",201,211900,1,1517,455,1517,1464,53,53,35,14,2,1,0,1,0,1036,994,42,42,30,9,1,1,0,1,0,455,409,46,3848533.747533,32857,62600,351,1001,15,25.676664,73.226042,1.097293,446,272,72,46,53.349282,32.535885,8.61244,5.502392,10.1098901098901
"211900-2",201,211900,2,1401,412,1401,1367,34,33,29,4,0,0,0,0,1,932,905,27,26,23,3,0,0,0,0,1,412,374,38,3106312.944043,28616,58300,134,1125,0,10.643368,89.356632,0,523,139,11,0,77.711738,20.653789,1.634473,0,9.22330097087379
"211900-3",201,211900,3,1300,405,1300,1253,47,46,37,4,3,2,0,0,1,848,804,44,43,37,2,3,1,0,0,1,405,360,45,4105287.340144,31350,61100,102,871,0,10.483042,89.516958,0,286,155,91,16,52.189781,28.284672,16.605839,2.919708,11.1111111111111
"211900-4",201,211900,4,1007,295,1007,973,34,34,23,1,1,6,0,3,0,710,685,25,25,20,1,1,2,0,1,0,295,274,21,2365177.836548,30031,62600,233,874,0,21.047877,78.952123,0,396,235,59,0,57.391304,34.057971,8.550725,0,7.11864406779661
"212300-1",201,212300,1,1107,390,1107,988,119,119,74,40,1,3,0,1,0,798,693,105,105,69,31,1,3,0,1,0,390,339,51,3017085.084991,21161,75600,55,602,0,8.371385,91.628615,0,244,167,18,9,55.707763,38.127854,4.109589,2.054795,13.0769230769231
"212300-2",201,212300,2,972,339,972,894,78,76,57,13,1,4,0,1,2,690,624,66,64,46,13,1,4,0,0,2,339,296,43,3052890.282273,29453,98500,146,982,34,12.564544,84.509466,2.92599,307,126,124,78,48.346457,19.84252,19.527559,12.283465,12.6843657817109
"212300-3",201,212300,3,676,335,676,493,183,180,32,146,0,1,0,1,3,467,311,156,153,32,119,0,1,0,1,3,335,234,101,20442575.223626,12368,25000,193,495,20,27.259887,69.915254,2.824859,187,113,57,43,46.75,28.25,14.25,10.75,30.1492537313433
"212300-4",201,212300,4,1401,534,1401,1326,75,71,35,28,6,2,0,0,4,987,922,65,64,30,26,6,2,0,0,1,534,436,98,3342484.288053,24107,74100,146,1121,0,11.523283,88.476717,0,465,230,122,10,56.227328,27.811366,14.752116,1.20919,18.3520599250936
"212300-5",201,212300,5,1225,468,1225,1107,118,114,90,18,1,5,0,0,4,909,803,106,104,81,18,1,4,0,0,2,468,394,74,5221911.869793,20809,87000,55,666,8,7.544582,91.358025,1.097394,363,76,49,36,69.274809,14.503817,9.351145,6.870229,15.8119658119658
"212400-1",201,212400,1,1479,474,1479,1402,77,74,43,25,0,5,0,1,3,1022,953,69,67,41,20,0,5,0,1,2,474,428,46,5723739.296243,28622,67500,356,1903,0,15.759185,84.240815,0,975,362,138,119,61.166876,22.710163,8.657465,7.465496,9.70464135021097
"212400-2",201,212400,2,897,291,897,704,193,193,25,156,12,0,0,0,0,639,474,165,165,22,132,11,0,0,0,0,291,266,25,79034478.460056,33023,63900,225,350,0,39.130435,60.869565,0,144,108,73,36,39.889197,29.916898,20.221607,9.972299,8.59106529209622
"212400-3",201,212400,3,840,277,840,813,27,25,14,5,0,2,0,4,2,593,568,25,23,14,5,0,2,0,2,2,277,244,33,2859765.305522,15313,72500,87,419,0,17.193676,82.806324,0,263,54,34,0,74.928775,15.384615,9.68661,0,11.913357400722
"212500-1",201,212500,1,1187,429,1187,675,512,506,11,488,4,2,0,1,6,866,450,416,410,11,392,4,2,0,1,6,429,378,51,33281313.547256,32067,59700,499,637,0,43.926056,56.073944,0,412,212,148,43,50.552147,26.01227,18.159509,5.276074,11.8881118881119
"212500-2",201,212500,2,1432,656,1432,196,1236,1222,14,1200,0,5,1,2,14,1137,122,1015,1004,8,994,0,0,0,2,11,656,588,68,7199103.077745,30615,72500,1606,123,23,91.666667,7.020548,1.312785,426,434,233,126,34.946678,35.602953,19.114028,10.336341,10.3658536585366
"212500-3",201,212500,3,991,481,991,144,847,835,15,816,0,1,0,3,12,807,83,724,717,13,701,0,1,0,2,7,481,428,53,82563944.130165,32837,72800,916,32,0,96.624473,3.375527,0,188,294,192,42,26.256983,41.061453,26.815642,5.865922,11.018711018711
"220100-1",201,220100,1,1394,488,1394,689,705,694,25,660,6,1,0,2,11,952,431,521,514,17,491,4,1,0,1,7,488,423,65,13837645.33277,24007,60700,668,1009,0,39.833035,60.166965,0,266,278,234,56,31.894484,33.333333,28.057554,6.714628,13.3196721311475
"220100-2",201,220100,2,703,237,703,349,354,353,14,336,3,0,0,0,1,495,216,279,278,5,270,3,0,0,0,1,237,210,27,5351417.635071,37703,70300,265,354,0,42.810985,57.189015,0,215,137,67,28,48.098434,30.64877,14.988814,6.263982,11.3924050632911
"220200-1",201,220200,1,1951,630,1951,1794,157,155,129,22,4,0,0,0,2,1374,1233,141,139,119,18,2,0,0,0,2,630,577,53,10580316.398275,24318,101700,424,1166,15,26.417445,72.647975,0.934579,626,223,193,14,59.280303,21.117424,18.276515,1.325758,8.41269841269841
"220200-2",201,220200,2,1079,386,1079,1005,74,74,58,14,1,1,0,0,0,778,711,67,67,55,10,1,1,0,0,0,386,329,57,5299015.634283,28024,97300,390,455,0,46.153846,53.846154,0,337,148,74,12,59.019264,25.91944,12.95972,2.101576,14.7668393782383
"220300-1",201,220300,1,1136,381,1136,1014,122,120,80,21,1,13,0,5,2,800,691,109,109,76,18,1,10,0,4,0,381,349,32,4452808.554193,29176,90600,253,1008,0,20.063442,79.936558,0,341,270,59,68,46.205962,36.585366,7.99458,9.214092,8.3989501312336
"220300-2",201,220300,2,976,287,976,898,78,77,69,7,0,1,0,0,1,660,594,66,65,59,5,0,1,0,0,1,287,262,25,4974292.927378,37404,83300,78,887,0,8.082902,91.917098,0,270,117,47,35,57.569296,24.946695,10.021322,7.462687,8.71080139372822
"220300-3",201,220300,3,2397,753,2397,2165,232,230,199,27,1,1,0,2,2,1672,1468,204,203,178,22,1,1,0,1,1,753,687,66,11889591.721697,33750,91600,598,1234,18,32.324324,66.702703,0.972973,537,430,119,118,44.601329,35.714286,9.883721,9.800664,8.76494023904382
"220400-1",201,220400,1,1448,430,1448,1240,208,205,52,147,1,5,0,0,3,879,753,126,125,44,77,1,3,0,0,1,430,392,38,3838394.369139,32933,56900,49,890,0,5.218317,94.781683,0,172,137,101,0,41.95122,33.414634,24.634146,0,8.83720930232558
"220400-2",201,220400,2,2468,753,2468,2268,200,197,164,30,0,2,0,1,3,1692,1516,176,173,148,22,0,2,0,1,3,753,668,85,12066056.539669,26789,69900,633,1893,0,25.059382,74.940618,0,940,467,125,34,60.025543,29.821201,7.98212,2.171137,11.2881806108898
"220400-3",201,220400,3,1105,306,1105,999,106,101,82,14,3,2,0,0,5,754,662,92,89,74,12,1,2,0,0,3,306,293,13,4610794.27595,33006,70100,177,502,0,26.067747,73.932253,0,221,156,87,0,47.62931,33.62069,18.75,0,4.2483660130719
"220500-1",201,220500,1,920,326,920,824,96,92,65,26,0,1,0,0,4,677,590,87,85,59,25,0,1,0,0,2,326,299,27,9142581.598894,28105,110700,169,858,0,16.455696,83.544304,0,448,119,66,4,70.32967,18.681319,10.361068,0.627943,8.28220858895705
"220500-2",201,220500,2,1964,752,1964,1471,493,480,355,122,2,1,0,0,13,1439,995,444,433,328,102,2,1,0,0,11,752,712,40,7224242.707825,25636,82300,523,1519,0,25.612145,74.387855,0,629,399,257,76,46.216018,29.316679,18.883174,5.584129,5.31914893617021
"220500-3",201,220500,3,1404,865,1404,854,550,544,165,360,1,17,0,1,6,1194,653,541,535,156,360,1,17,0,1,6,865,809,56,9482801.328395,14273,139000,675,662,86,47.434996,46.521434,6.04357,526,413,187,22,45.818815,35.97561,16.289199,1.916376,6.47398843930636
"220600-1",201,220600,1,2850,861,2850,1996,854,851,157,682,6,4,0,2,3,1769,1301,468,466,120,336,4,4,0,2,2,861,786,75,10376806.831167,31719,97600,199,2082,12,8.678587,90.798081,0.523332,905,323,141,60,63.331001,22.603219,9.86704,4.19874,8.71080139372822
"220600-2",201,220600,2,1044,288,1044,941,103,101,87,12,0,1,1,0,2,700,611,89,89,77,10,0,1,1,0,0,288,265,23,7497392.750392,49408,76300,197,734,0,21.160043,78.839957,0,278,139,72,12,55.489022,27.744511,14.371257,2.39521,7.98611111111111
"220700-1",201,220700,1,1176,451,1176,754,422,418,80,330,1,2,0,5,4,798,470,328,324,69,252,0,1,0,2,4,451,410,41,7120054.226367,24167,82800,248,417,0,37.293233,62.706767,0,197,169,62,30,43.0131,36.899563,13.537118,6.550218,9.09090909090909
"220700-2",201,220700,2,953,315,953,767,186,185,19,166,0,0,0,0,1,674,508,166,165,16,149,0,0,0,0,1,315,276,39,5231489.414232,30688,64700,153,696,0,18.021201,81.978799,0,343,139,52,47,59.036145,23.924269,8.950086,8.089501,12.3809523809524
"220700-3",201,220700,3,746,257,746,543,203,203,3,200,0,0,0,0,0,532,362,170,170,3,167,0,0,0,0,0,257,221,36,5775488.566959,40403,58200,319,348,0,47.826087,52.173913,0,223,212,66,28,42.155009,40.075614,12.476371,5.293006,14.0077821011673
"220700-4",201,220700,4,1403,452,1403,1105,298,285,19,238,5,21,0,2,13,934,700,234,227,18,195,5,9,0,0,7,452,401,51,10766118.43205,25873,71900,588,1027,0,36.408669,63.591331,0,626,265,86,22,62.662663,26.526527,8.608609,2.202202,11.283185840708
"220700-5",201,220700,5,2039,611,2039,1313,726,724,80,637,4,2,0,1,2,1260,838,422,421,65,350,4,2,0,0,1,611,558,53,15902037.403355,14956,98300,655,779,0,45.67643,54.32357,0,457,172,147,36,56.280788,21.182266,18.103448,4.433498,8.67430441898527
"220800-1",201,220800,1,1152,381,1152,926,226,223,15,206,0,0,0,2,3,735,547,188,187,14,171,0,0,0,2,1,381,326,55,8714360.284306,26792,59400,115,525,0,17.96875,82.03125,0,149,95,66,13,46.130031,29.411765,20.433437,4.024768,14.4356955380577
"220800-2",201,220800,2,2137,854,2137,649,1488,1479,54,1406,6,12,0,1,9,1383,376,1007,1002,49,940,3,9,0,1,5,854,758,96,10640973.252294,11652,64100,1340,403,0,76.878944,23.121056,0,617,291,96,77,57.076781,26.919519,8.880666,7.123034,11.2412177985948
"220900-1",201,220900,1,857,235,857,641,216,210,29,171,1,6,0,3,6,532,402,130,128,28,92,1,4,0,3,2,235,200,35,10556469.249422,34049,63200,236,425,0,35.70348,64.29652,0,96,120,79,11,31.372549,39.215686,25.816993,3.594771,14.8936170212766
"220900-2",201,220900,2,995,315,995,858,137,136,20,105,2,9,0,0,1,681,575,106,105,18,77,1,9,0,0,1,315,280,35,6451524.380913,34945,90200,133,818,0,13.985279,86.014721,0,363,135,73,27,60.702341,22.575251,12.207358,4.51505,11.1111111111111
"221000-1",201,221000,1,1768,539,1768,1158,610,598,208,378,0,6,0,6,12,1213,740,473,464,178,278,0,4,0,4,9,539,421,118,11757229.078377,35848,86500,549,724,154,38.47232,50.735809,10.791871,681,127,130,32,70.206186,13.092783,13.402062,3.298969,21.8923933209648
"221000-2",201,221000,2,2269,648,2269,1990,279,275,118,150,1,1,0,5,4,1466,1253,213,211,106,101,1,1,0,2,2,648,553,95,15056533.272776,27617,63200,382,1336,3,22.196397,77.629285,0.174317,486,308,189,46,47.230321,29.931973,18.367347,4.47036,14.6604938271605
"221100-1",201,221100,1,1462,443,1462,1306,156,156,131,12,3,10,0,0,0,976,841,135,135,115,7,3,10,0,0,0,443,398,45,17788761.458792,32232,101300,195,659,39,21.836506,73.796193,4.367301,315,112,130,39,52.852349,18.791946,21.812081,6.543624,10.1580135440181
"221100-2",201,221100,2,1195,333,1195,1065,130,129,117,11,0,1,0,0,1,774,674,100,99,93,5,0,1,0,0,1,333,300,33,8018604.369423,27969,70600,194,971,0,16.652361,83.347639,0,553,158,69,31,68.187423,19.482121,8.508015,3.822441,9.90990990990991
"221100-3",201,221100,3,941,270,941,832,109,109,66,19,2,18,0,4,0,627,529,98,98,62,19,2,14,0,1,0,270,242,28,7166065.590139,42667,95000,307,950,0,24.42323,75.57677,0,475,147,71,26,66.063978,20.445063,9.874826,3.616134,10.3703703703704
"221200-1",201,221200,1,1923,568,1923,1617,306,302,263,35,4,0,0,0,4,1310,1037,273,270,238,28,4,0,0,0,3,568,519,49,7581831.075117,45972,87500,319,1431,11,18.114708,81.260647,0.624645,714,290,180,27,58.959538,23.947151,14.863749,2.229562,8.62676056338028
"221200-2",201,221200,2,1069,303,1069,968,101,99,83,14,1,0,0,1,2,714,625,89,87,76,10,1,0,0,0,2,303,282,21,3423923.00724,37845,90300,119,1085,0,9.883721,90.116279,0,395,329,98,0,48.053528,40.024331,11.922141,0,6.93069306930693
"221200-3",201,221200,3,3002,828,3002,2599,403,395,344,42,1,5,2,1,8,2023,1685,338,333,294,31,1,5,1,1,5,828,778,50,15905587.915819,29556,84900,651,1683,0,27.892031,72.107969,0,755,341,371,27,50.535475,22.824632,24.832664,1.807229,6.03864734299517
"221300-1",201,221300,1,1826,537,1826,1683,143,141,92,28,0,13,3,5,2,1218,1104,114,113,76,20,0,13,3,1,1,537,498,39,7975824.93596,41108,82200,0,2039,0,0,100,0,562,550,25,42,47.667515,46.649703,2.120441,3.562341,7.26256983240223
"221300-2",201,221300,2,879,245,879,764,115,113,92,18,3,0,0,0,2,570,473,97,95,79,15,1,0,0,0,2,245,226,19,3594261.131888,35882,92300,26,492,0,5.019305,94.980695,0,80,125,13,0,36.697248,57.33945,5.963303,0,7.75510204081633
"221300-3",201,221300,3,1181,343,1181,1083,98,96,81,11,1,2,0,1,2,786,695,91,91,78,10,0,2,0,1,0,343,320,23,5262575.680451,40771,85100,64,575,0,10.015649,89.984351,0,207,78,59,0,60.174419,22.674419,17.151163,0,6.70553935860058
"221300-4",201,221300,4,2252,646,2252,2035,217,215,193,18,1,1,0,2,2,1518,1325,193,191,176,13,1,1,0,0,2,646,597,49,11671756.780857,41641,89600,238,1680,0,12.408759,87.591241,0,618,516,187,38,45.474614,37.969095,13.760118,2.796174,7.58513931888545
"221300-5",201,221300,5,2455,672,2455,2153,302,286,242,34,2,8,0,0,16,1639,1383,256,247,212,26,2,7,0,0,9,672,613,59,8429490.831111,36764,92500,552,1878,261,20.512821,69.788183,9.698997,1032,460,109,0,64.459713,28.732042,6.808245,0,8.77976190476191
"221400-1",201,221400,1,1090,308,1090,971,119,112,58,53,0,1,0,0,7,705,616,89,88,48,39,0,1,0,0,1,308,286,22,4300255.632086,33750,88900,186,1082,0,14.66877,85.33123,0,389,165,25,21,64.833333,27.5,4.166667,3.5,7.14285714285714
"221400-2",201,221400,2,2201,661,2201,1959,242,237,209,18,1,8,0,1,5,1466,1249,217,216,192,15,1,8,0,0,1,661,608,53,10374931.979911,37632,81300,388,1803,47,17.336908,80.563003,2.100089,1032,161,92,118,73.556664,11.47541,6.557377,8.410549,8.01815431164902
"221400-3",201,221400,3,2846,1019,2846,2540,306,299,201,90,3,0,0,5,7,1883,1625,258,253,184,63,3,0,0,3,5,1019,840,179,7055014.304825,26739,97600,328,2027,17,13.827993,85.455312,0.716695,709,527,125,22,51.265365,38.105568,9.038322,1.590745,17.5662414131501
"221500-1",201,221500,1,2957,833,2957,2642,315,307,225,64,1,13,0,4,8,1932,1664,268,260,202,43,1,13,0,1,8,833,787,46,12390115.560471,30714,85300,935,1984,77,31.208278,66.221629,2.570093,869,631,143,14,52.444176,38.080869,8.630054,0.8449,5.52220888355342
"221500-2",201,221500,2,2975,1047,2975,1822,1153,1134,94,1025,0,12,1,2,19,1925,1188,737,726,73,640,0,11,1,1,11,1047,939,108,5612414.160651,17591,105800,780,560,0,58.208955,41.791045,0,371,226,125,0,51.385042,31.301939,17.313019,0,10.3151862464183
"221500-3",201,221500,3,2327,694,2327,1876,451,450,264,168,2,8,0,8,1,1646,1237,409,408,238,154,2,8,0,6,1,694,651,43,6328457.11854,40060,104100,567,2064,0,21.550741,78.449259,0,881,456,236,43,54.517327,28.217822,14.60396,2.660891,6.19596541786744
"221600-1",201,221600,1,619,163,619,509,110,109,90,17,0,2,0,0,1,408,306,102,101,84,15,0,2,0,0,1,163,153,10,4032736.501809,62279,101100,726,1172,0,38.25079,61.74921,0,680,295,85,62,60.606061,26.292335,7.575758,5.525847,6.13496932515337
"221600-3",201,221600,3,1527,410,1527,1270,257,248,202,17,1,25,0,3,9,1018,800,218,214,181,10,1,20,0,2,4,410,395,15,16017136.431453,36683,116400,504,1307,30,27.376426,70.994025,1.629549,590,252,61,57,61.458333,26.25,6.354167,5.9375,3.65853658536585
"221600-4",201,221600,4,45,16,45,25,20,17,7,9,0,1,0,0,3,31,15,16,15,7,7,0,1,0,0,1,16,16,0,5186581.395723,40378,100900,321,1762,69,14.916357,81.877323,3.20632,568,238,290,0,51.824818,21.715328,26.459854,0,0
"221700-1",201,221700,1,1423,384,1423,1242,181,176,143,13,5,9,0,6,5,963,803,160,158,129,11,5,8,0,5,2,384,353,31,4088730.741745,34534,90400,186,1725,0,9.733124,90.266876,0,626,234,123,8,63.168517,23.612513,12.411705,0.807265,8.07291666666667
"221700-2",201,221700,2,2203,649,2203,1987,216,215,180,24,1,7,1,2,1,1461,1272,189,188,159,18,1,7,1,2,1,649,585,64,18235609.215021,50029,96000,298,999,8,22.835249,76.551724,0.613027,463,287,155,15,50.326087,31.195652,16.847826,1.630435,9.8613251155624
"221700-3",201,221700,3,719,191,719,588,131,130,109,16,0,5,0,0,1,490,376,114,114,97,13,0,4,0,0,0,191,183,8,4269807.074431,47917,85000,316,1125,428,16.907437,60.192616,22.899946,468,389,232,85,39.863714,33.134583,19.761499,7.240204,4.18848167539267
"221800-1",201,221800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396869.293628,35218,74500,241,1741,22,12.025948,86.876248,1.097804,765,154,115,32,71.763602,14.446529,10.787992,3.001876,NA
"221800-2",201,221800,2,16,8,16,15,1,1,1,0,0,0,0,0,0,15,14,1,1,1,0,0,0,0,0,0,8,6,2,3847086.173751,46304,79100,146,861,0,14.49851,85.50149,0,330,258,21,0,54.187192,42.364532,3.448276,0,25
"221900-1",201,221900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5927179.575172,35066,66200,297,909,0,24.626866,75.373134,0,466,148,97,10,64.632455,20.527046,13.453537,1.386963,NA
"221900-2",201,221900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62068.621369,52083,84700,98,734,61,10.974244,82.194849,6.830907,275,131,90,25,52.783109,25.143954,17.274472,4.798464,NA
"221900-3",201,221900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224642.008631,27143,72700,451,1062,0,29.808328,70.191672,0,483,364,96,11,50.628931,38.155136,10.062893,1.15304,NA
"222000-1",201,222000,1,2435,586,2435,2089,346,334,213,113,7,1,0,0,12,1693,1386,307,298,193,99,5,1,0,0,9,586,557,29,11868995.489612,30625,75100,728,1352,0,35,65,0,610,528,64,27,49.633849,42.961758,5.207486,2.196908,4.94880546075085
"222100-2",201,222100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88416.357621,33512,71300,346,2100,0,14.145544,85.854456,0,988,401,112,28,64.617397,26.226292,7.325049,1.831262,NA
"222300-1",201,222300,1,119,33,119,106,13,13,13,0,0,0,0,0,0,72,66,6,6,6,0,0,0,0,0,0,33,33,0,15980402.1713,46619,87900,905,909,40,48.813376,49.029126,2.157497,595,323,176,67,51.248923,27.820844,15.159345,5.770887,0
"222300-2",201,222300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311024.801546,50129,73300,184,469,0,28.177642,71.822358,0,187,118,52,0,52.380952,33.053221,14.565826,0,NA
"222300-3",201,222300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263115.994174,43806,80900,217,574,0,27.433628,72.566372,0,295,77,97,13,61.203319,15.975104,20.124481,2.697095,NA
"222401-2",201,222401,2,391,126,391,308,83,83,54,5,0,22,0,2,0,265,199,66,66,48,4,0,14,0,0,0,126,100,26,7740268.402215,32985,95100,469,360,222,44.624167,34.253092,21.12274,329,199,95,26,50.693374,30.662558,14.637904,4.006163,20.6349206349206
"222402-1",201,222402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85494.553079,38810,92600,1093,1954,0,35.871349,64.128651,0,967,366,337,74,55.447248,20.986239,19.323394,4.243119,NA
"222501-1",201,222501,1,1011,381,1011,873,138,137,29,94,0,13,0,1,1,658,559,99,98,27,63,0,7,0,1,1,381,279,102,2001290.964225,21613,91000,298,1508,0,16.500554,83.499446,0,495,150,124,0,64.369311,19.505852,16.124837,0,26.7716535433071
"222501-2",201,222501,2,1849,493,1849,1637,212,208,139,62,0,4,3,0,4,1286,1097,189,186,130,49,0,4,3,0,3,493,477,16,7786508.495987,32531,42300,238,930,0,20.376712,79.623288,0,408,98,47,0,73.779385,17.721519,8.499096,0,3.24543610547667
"222502-1",201,222502,1,5,1,5,1,4,4,4,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,770054.505528,31803,83100,76,772,0,8.962264,91.037736,0,416,161,78,13,62.275449,24.101796,11.676647,1.946108,0
"222502-2",201,222502,2,2486,636,2486,2045,441,431,291,133,0,7,0,0,10,1661,1303,358,350,252,91,0,7,0,0,8,636,618,18,8181510.047713,55688,111100,467,1861,107,19.178645,76.427105,4.394251,688,397,212,135,48.044693,27.723464,14.804469,9.427374,2.83018867924528
"222503-1",201,222503,1,2239,550,2239,1984,255,255,173,64,4,14,0,0,0,1512,1289,223,223,162,45,3,13,0,0,0,550,531,19,11831239.635838,46118,100500,496,2332,22,17.403509,81.824561,0.77193,977,539,330,0,52.925244,29.198267,17.87649,0,3.45454545454545
"222503-2",201,222503,2,2062,678,2062,1974,88,84,38,40,0,2,1,3,4,1352,1281,71,67,31,32,0,2,1,1,4,678,570,108,2574891.558698,27617,NA,108,1611,0,6.282723,93.717277,0,676,151,64,40,72.610097,16.219119,6.874329,4.296455,15.929203539823
"222503-3",201,222503,3,2313,742,2313,1860,453,440,110,320,0,9,0,1,13,1507,1167,340,331,98,223,0,9,0,1,9,742,617,125,3971642.658087,38027,88100,551,1500,36,26.401533,71.873503,1.724964,728,117,85,24,76.310273,12.264151,8.909853,2.515723,16.8463611859838
"222600-1",201,222600,1,2716,1349,2716,1897,819,808,75,710,4,15,1,3,11,1906,1238,668,662,72,573,1,14,1,1,6,1349,1062,287,13336172.840942,19052,NA,657,1374,80,31.122691,65.087636,3.789673,746,431,108,132,52.646436,30.416373,7.621736,9.315455,21.2750185322461
"222600-2",201,222600,2,2231,778,2231,2156,75,73,31,29,1,12,0,0,2,1399,1340,59,57,22,26,1,8,0,0,2,778,645,133,14793994.827652,27644,NA,129,2227,0,5.475382,94.524618,0,933,402,0,39,67.90393,29.257642,0,2.838428,17.0951156812339
"222700-1",201,222700,1,1143,532,1143,239,904,902,56,843,0,3,0,0,2,703,126,577,575,49,523,0,3,0,0,2,532,432,100,30878737.672606,25000,108900,2182,718,40,74.217687,24.421769,1.360544,507,583,474,117,30.160619,34.681737,28.197501,6.960143,18.796992481203
"222700-2",201,222700,2,34,11,34,21,13,12,7,5,0,0,0,0,1,23,10,13,12,7,5,0,0,0,0,1,11,11,0,5584401.518637,6230,80000,1216,133,0,90.140845,9.859155,0,259,229,145,0,40.916272,36.176935,22.906793,0,0
"222900-1",201,222900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293970.394684,31190,112900,400,1088,0,26.88172,73.11828,0,386,286,230,72,39.63039,29.36345,23.613963,7.392197,NA
"222900-2",201,222900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145346.681985,47275,97700,381,807,37,31.102041,65.877551,3.020408,305,360,156,44,35.260116,41.618497,18.034682,5.086705,NA
"222900-4",201,222900,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68240.738823,47692,100600,258,1367,0,15.876923,84.123077,0,607,223,100,34,62.966805,23.13278,10.373444,3.526971,NA
"223100-1",201,223100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10162808.484677,38864,83100,649,1455,85,29.648241,66.468707,3.883052,596,361,85,108,51.826087,31.391304,7.391304,9.391304,NA
"230100-1",201,230100,1,1705,688,1705,311,1394,1384,19,1363,1,0,0,1,10,1155,182,973,963,18,943,1,0,0,1,10,688,597,91,14563719.726588,28581,58600,1283,354,32,76.872379,21.210306,1.917316,383,313,188,73,40.020899,32.706374,19.644723,7.628004,13.2267441860465
"230200-1",201,230200,1,697,370,697,69,628,621,35,585,1,0,0,0,7,595,48,547,542,35,507,0,0,0,0,5,370,294,76,15214029.168292,22813,60500,398,157,30,68.034188,26.837607,5.128205,179,218,48,24,38.166311,46.481876,10.234542,5.117271,20.5405405405405
"230200-2",201,230200,2,614,278,614,103,511,511,5,504,0,2,0,0,0,459,51,408,408,4,402,0,2,0,0,0,278,222,56,10577186.546741,33278,51400,440,0,0,100,0,0,68,119,75,81,19.825073,34.693878,21.865889,23.61516,20.1438848920863
